Stock,Entry Time,Exit Time,Buy Price,Sell Price,Profit/Loss
ANET,2025-02-26 15:27:16,2025-02-26 15:38:10,97.12999725341800,97.1800003051758,0.05000305175782670
NEE,2025-02-26 15:27:16,2025-02-26 15:38:10,71.25,71.6149978637695,0.36499786376950300
HD,2025-02-26 15:27:16,2025-02-26 15:38:10,396.32000732421900,398.510009765625,2.19000244140625
PLTR,2025-02-26 15:38:10,2025-02-26 15:50:11,89.86270141601560,89.3843994140625,-0.478302001953125
ANET,2025-02-26 15:38:10,2025-02-26 15:50:11,97.13500213623050,96.9800033569336,-0.154998779296875
HD,2025-02-26 15:38:10,2025-02-26 15:50:11,398.70001220703100,397.251190185547,-1.4488220214842600
MRK,2025-02-26 15:50:11,2025-02-26 16:01:18,89.95999908447270,89.879997253418,-0.08000183105465910
ABT,2025-02-26 15:50:11,2025-02-26 16:01:18,135.7449951171880,135.860000610352,0.11500549316448900
CMCSA,2025-02-26 15:50:11,2025-02-26 16:01:18,35.435001373291000,35.3800010681152,-0.05500030517581680
DE,2025-02-26 16:01:18,2025-02-26 16:12:23,483.260009765625,481.869995117188,-1.3900146484369900
JPM,2025-02-26 16:01:18,2025-02-26 16:12:23,260.6700134277340,259.855010986328,-0.8150024414063640
WMT,2025-02-26 16:01:18,2025-02-26 16:12:23,97.87000274658200,97.7799987792969,-0.09000396728512780
MU,2025-02-26 16:12:23,2025-02-26 16:23:27,98.48999786376950,98.7001037597656,0.21010589599606500
AMD,2025-02-26 16:12:23,2025-02-26 16:23:27,105.56999969482400,105.269996643066,-0.3000030517582250
INTC,2025-02-26 16:12:23,2025-02-26 16:23:27,23.739999771118200,23.7000007629395,-0.03999900817866480
TMO,2025-02-26 16:23:27,2025-02-26 16:31:22,537.5700073242190,538.364990234375,0.79498291015625
CMCSA,2025-02-26 16:23:27,2025-02-26 16:31:22,35.415000915527300,35.310001373291,-0.10499954223634200
CVX,2025-02-26 16:23:27,2025-02-26 16:31:22,156.52000427246100,156.279998779297,-0.2400054931639490
SPGI,2025-02-26 16:31:22,2025-02-26 16:35:51,533.4199829101560,533.260009765625,-0.15997314453125
TJX,2025-02-26 16:31:22,2025-02-26 16:35:51,126.72000122070300,126.904998779297,0.1849975585938780
TSLA,2025-02-26 16:31:22,2025-02-26 16:35:51,299.2626953125,299.054992675781,-0.20770263671897700
TSLA,2025-02-26 16:35:51,2025-02-26 16:47:33,299.260009765625,299.790008544922,0.5299987792969890
AAPL,2025-02-26 16:35:51,2025-02-26 16:47:33,242.9149932861330,242.875,-0.0399932861328125
AVGO,2025-02-26 16:35:51,2025-02-26 16:47:33,213.02999877929700,212.589996337891,-0.4400024414058810
PLD,2025-02-26 16:47:33,2025-02-26 16:58:34,123.11499786377000,122.860000610352,-0.2549972534175280
TMO,2025-02-26 16:47:33,2025-02-26 16:58:34,538.0900268554690,537.299987792969,-0.7900390624997730
AXP,2025-02-26 16:47:33,2025-02-26 16:58:34,298.5450134277340,298.239990234375,-0.305023193359375
PLTR,2025-02-26 16:58:34,2025-02-26 17:09:49,90.87999725341800,90.6100006103516,-0.2699966430663640
LLY,2025-02-26 16:58:34,2025-02-26 17:09:49,916.7421264648440,916.940002441406,0.19787597656227300
ADP,2025-02-26 16:58:34,2025-02-26 17:09:49,314.2582092285160,314.170013427734,-0.0881958007816479
TJX,2025-02-26 17:09:49,2025-02-26 17:20:37,127.0199966430660,127.415000915527,0.39500427246059600
MU,2025-02-26 17:09:49,2025-02-26 17:20:37,99.22000122070310,99.2200012207031,-2.8421709430404E-14
KLAC,2025-02-26 17:09:49,2025-02-26 17:20:37,748.5700073242190,748.349975585938,-0.22003173828079500
NEE,2025-02-26 17:20:37,2025-02-26 17:31:40,71.02999877929690,70.8199996948242,-0.20999908447267000
UNP,2025-02-26 17:20:37,2025-02-26 17:31:40,246.7550048828130,246.869995117188,0.11499023437551200
NVDA,2025-02-26 17:20:37,2025-02-26 17:31:40,132.5800018310550,132.670104980469,0.0901031494143183
SBUX,2025-02-26 17:31:40,2025-02-26 17:42:43,113.5,113.309997558594,-0.1900024414059940
TJX,2025-02-26 17:31:40,2025-02-26 17:42:43,126.7750015258790,126.879302978516,0.10430145263708800
JPM,2025-02-26 17:31:40,2025-02-26 17:42:43,260.0299987792970,259.839996337891,-0.1900024414058520
SBUX,2025-02-26 17:42:43,2025-02-26 17:54:49,113.32260131835900,113.01000213623,-0.3125991821293750
TJX,2025-02-26 17:42:43,2025-02-26 17:54:49,126.8499984741210,126.629997253418,-0.22000122070309700
SCHW,2025-02-26 17:42:43,2025-02-26 17:54:49,78.91000366210940,78.7699966430664,-0.14000701904296900
TSLA,2025-02-26 17:54:49,2025-02-26 18:05:51,297.989990234375,296.0,-1.989990234375
XOM,2025-02-26 17:54:49,2025-02-26 18:05:51,108.72000122070300,108.68399810791,-0.03600311279312510
UNP,2025-02-26 17:54:49,2025-02-26 18:05:51,245.8175048828130,246.029998779297,0.2124938964844890
V,2025-02-26 18:05:51,2025-02-26 18:17:43,350.04998779296900,350.25,0.20001220703125
MRK,2025-02-26 18:05:51,2025-02-26 18:17:43,89.05999755859380,89.0383987426758,-0.02159881591795450
VRTX,2025-02-26 18:05:51,2025-02-26 18:17:43,480.7749938964840,480.665008544922,-0.10998535156238600
TJX,2025-02-26 18:17:43,2025-02-26 18:28:55,126.05999755859400,125.915000915527,-0.1449966430667470
UNP,2025-02-26 18:17:43,2025-02-26 18:28:55,245.9600067138670,245.75,-0.2100067138671880
BKNG,2025-02-26 18:17:43,2025-02-26 18:28:55,5074.98486328125,5088.35009765625,13.365234375
BKNG,2025-02-26 18:28:55,2025-02-26 18:39:54,5081.83984375,5075.52001953125,-6.31982421875
TJX,2025-02-26 18:28:55,2025-02-26 18:39:54,125.9000015258790,125.849998474121,-0.050003051757912000
MRK,2025-02-26 18:28:55,2025-02-26 18:39:54,89.27999877929690,89.129997253418,-0.15000152587887800
BA,2025-02-26 18:39:54,2025-02-26 18:51:55,172.8300018310550,173.214996337891,0.384994506836307
MU,2025-02-26 18:39:54,2025-02-26 18:51:55,97.44999694824220,97.1699981689453,-0.2799987792968890
IBM,2025-02-26 18:39:54,2025-02-26 18:51:55,255.0500030517580,254.779998779297,-0.2700042724608240
BA,2025-02-26 18:51:55,2025-02-26 19:03:57,173.22500610351600,172.880004882813,-0.3450012207026130
PLTR,2025-02-26 18:51:55,2025-02-26 19:03:57,89.23639678955080,88.8899993896484,-0.3463973999023860
TSLA,2025-02-26 18:51:55,2025-02-26 19:03:57,292.7900085449220,292.519989013672,-0.2700195312498860
SCHW,2025-02-26 19:03:57,2025-02-26 19:15:07,78.5896987915039,78.5800018310547,-0.00969696044920454
MU,2025-02-26 19:03:57,2025-02-26 19:15:07,97.33000183105470,96.7300033569336,-0.5999984741210940
PLTR,2025-02-26 19:03:57,2025-02-26 19:15:07,88.83999633789060,88.6800003051758,-0.15999603271483000
WMT,2025-02-26 19:15:07,2025-02-26 19:26:03,96.27999877929690,96.4550018310547,0.1750030517578270
SO,2025-02-26 19:15:07,2025-02-26 19:26:03,88.4000015258789,88.4850006103516,0.08499908447269890
TSLA,2025-02-26 19:15:07,2025-02-26 19:26:03,291.2185974121090,290.915008544922,-0.3035888671873860
NVDA,2025-02-26 19:26:03,2025-02-26 19:37:04,130.16000366210900,130.010101318359,-0.14990234375036900
LOW,2025-02-26 19:26:03,2025-02-26 19:37:04,249.0500030517580,247.875,-1.1750030517578100
HD,2025-02-26 19:26:03,2025-02-26 19:37:04,392.0899963378910,392.005004882813,-0.08499145507761340
PLTR,2025-02-26 19:37:04,2025-02-26 19:49:05,89.04000091552730,88.9395980834961,-0.10040283203125
ORCL,2025-02-26 19:37:04,2025-02-26 19:49:05,172.6999969482420,172.559997558594,-0.1399993896481820
SCHW,2025-02-26 19:37:04,2025-02-26 19:49:05,78.55500030517580,78.5800018310547,0.02500152587892050
XOM,2025-02-26 19:49:05,2025-02-26 20:00:17,109.25,109.125,-0.125
T,2025-02-26 19:49:05,2025-02-26 20:00:17,26.725000381469700,26.6900005340576,-0.03499984741212710
LLY,2025-02-26 19:49:05,2025-02-26 20:00:17,913.5780029296880,910.765014648438,-2.8129882812495500
SCHW,2025-02-26 20:00:17,2025-02-26 20:12:11,78.47000122070310,78.6262969970703,0.1562957763671730
TMO,2025-02-26 20:00:17,2025-02-26 20:12:11,533.989990234375,533.580017089844,-0.4099731445310230
TXN,2025-02-26 20:00:17,2025-02-26 20:12:11,197.4499969482420,197.529998779297,0.08000183105480120
MS,2025-02-26 20:12:11,2025-02-26 20:23:20,130.75,130.800003051758,0.05000305175801150
PLTR,2025-02-26 20:12:11,2025-02-26 20:23:20,88.52989959716800,88.7998962402344,0.26999664306643500
MU,2025-02-26 20:12:11,2025-02-26 20:23:20,97.125,97.2099990844727,0.08499908447269890
AVGO,2025-02-26 20:23:20,2025-02-26 20:28:26,210.88999938964800,211.255004882813,0.3650054931645740
NFLX,2025-02-26 20:23:20,2025-02-26 20:28:26,989.02001953125,990.359985351563,1.3399658203129500
PLTR,2025-02-26 20:23:20,2025-02-26 20:28:26,88.70999908447270,89.2350006103516,0.5250015258789490
NVDA,2025-02-26 20:28:26,2025-02-26 20:43:54,130.65499877929700,131.619995117188,0.9649963378911370
PLTR,2025-02-26 20:28:26,2025-02-26 20:43:54,89.3499984741211,89.2254028320313,-0.1245956420897870
AVGO,2025-02-26 20:28:26,2025-02-26 20:43:54,211.19000244140600,211.740005493164,0.5500030517577560
NVDA,2025-02-26 20:43:54,2025-02-26 20:59:26,131.63009643554700,131.179992675781,-0.4501037597658810
C,2025-02-26 20:43:54,2025-02-26 20:59:26,79.07499694824220,78.9899978637695,-0.08499908447268470
LRCX,2025-02-26 20:43:54,2025-02-26 20:59:26,81.29000091552730,81.2850036621094,-0.004997253417940330
T,2025-02-27 14:50:31,2025-02-27 15:05:40,26.774999618530300,26.8150005340576,0.040000915527326000
ANET,2025-02-27 14:50:31,2025-02-27 15:05:40,94.93000030517580,93.1900024414063,-1.7399978637694700
INTC,2025-02-27 14:50:31,2025-02-27 15:05:40,23.8799991607666,23.6200008392334,-0.2599983215332030
PLTR,2025-02-27 15:05:40,2025-02-27 15:20:40,87.8550033569336,89.0999984741211,1.2449951171875
NOW,2025-02-27 15:05:40,2025-02-27 15:20:40,938.2424926757810,941.378173828125,3.13568115234375
PANW,2025-02-27 15:05:40,2025-02-27 15:20:40,189.72999572753900,191.020004272461,1.2900085449219300
AVGO,2025-02-27 15:20:40,2025-02-27 15:35:39,209.85000610351600,208.048492431641,-1.8015136718746300
PLTR,2025-02-27 15:20:40,2025-02-27 15:35:39,89.23999786376950,88.9794998168945,-0.2604980468750280
CRM,2025-02-27 15:20:40,2025-02-27 15:35:39,298.2699890136720,298.920013427734,0.6500244140621020
TSLA,2025-02-27 15:35:39,2025-02-27 15:50:45,290.9100036621090,290.510009765625,-0.399993896484375
TMUS,2025-02-27 15:35:39,2025-02-27 15:50:45,263.32000732421900,263.820007324219,0.5000000000002270
INTU,2025-02-27 15:35:39,2025-02-27 15:50:45,617.9249877929690,616.489990234375,-1.43499755859375
LLY,2025-02-27 15:50:45,2025-02-27 16:05:46,925.0,922.765014648438,-2.2349853515620500
ABT,2025-02-27 15:50:45,2025-02-27 16:05:46,136.52999877929700,136.229995727539,-0.30000305175786900
PFE,2025-02-27 15:50:45,2025-02-27 16:05:46,26.19499969482420,26.1599998474121,-0.03499984741212000
GOOGL,2025-02-27 16:05:46,2025-02-27 16:20:48,170.4600067138670,171.695007324219,1.2350006103518200
PLTR,2025-02-27 16:05:46,2025-02-27 16:20:48,89.56610107421880,90.8588027954102,1.2927017211914500
TSLA,2025-02-27 16:05:46,2025-02-27 16:20:48,288.55999755859400,291.459991455078,2.8999938964842600
NVDA,2025-02-27 16:20:48,2025-02-27 16:35:47,127.79000091552700,127.150100708008,-0.6399002075193470
BX,2025-02-27 16:20:48,2025-02-27 16:35:47,161.19000244140600,160.639999389648,-0.5500030517582390
WFC,2025-02-27 16:20:48,2025-02-27 16:35:47,77.73999786376950,77.6750030517578,-0.06499481201173300
INTC,2025-02-27 16:35:47,2025-02-27 16:50:46,23.96500015258790,23.9699993133545,0.004999160766608670
NVDA,2025-02-27 16:35:47,2025-02-27 16:50:46,127.25,126.720001220703,-0.5299987792970030
PLTR,2025-02-27 16:35:47,2025-02-27 16:50:46,90.58000183105470,90.0724029541016,-0.5075988769530820
JNJ,2025-02-27 16:50:46,2025-02-27 17:05:47,162.47999572753900,162.274993896484,-0.20500183105505700
CRM,2025-02-27 16:50:46,2025-02-27 17:05:47,303.5,301.170013427734,-2.329986572266020
LOW,2025-02-27 16:50:46,2025-02-27 17:05:47,246.8000030517580,246.616394042969,-0.1836090087888070
TJX,2025-02-27 17:05:47,2025-02-27 17:20:48,123.92500305175800,123.629997253418,-0.29500579833981500
INTC,2025-02-27 17:05:47,2025-02-27 17:20:48,24.045000076293900,23.9950008392334,-0.049999237060546900
NOW,2025-02-27 17:05:47,2025-02-27 17:20:48,944.5349731445310,939.054992675781,-5.479980468750230
RTX,2025-02-27 17:20:48,2025-02-27 17:35:48,130.17849731445300,130.509994506836,0.33149719238286900
PG,2025-02-27 17:20:48,2025-02-27 17:35:48,171.6699981689450,172.195007324219,0.5250091552736930
TSLA,2025-02-27 17:20:48,2025-02-27 17:35:48,284.6700134277340,286.630004882813,1.9599914550786400
CSCO,2025-02-27 17:35:48,2025-02-27 17:50:47,64.95999908447270,64.7399978637695,-0.22000122070315300
PFE,2025-02-27 17:35:48,2025-02-27 17:50:47,26.28499984741210,26.2049999237061,-0.0799999237060085
TSLA,2025-02-27 17:35:48,2025-02-27 17:50:47,286.7099914550780,287.570007324219,0.8600158691408520
GE,2025-02-27 17:50:47,2025-02-27 18:05:46,203.52000427246100,203.850006103516,0.330001831055057
UNH,2025-02-27 17:50:47,2025-02-27 18:05:46,471.17498779296900,471.589996337891,0.4150085449222730
SPGI,2025-02-27 17:50:47,2025-02-27 18:05:46,531.3300170898440,532.359985351563,1.0299682617192000
PLTR,2025-02-27 18:05:46,2025-02-27 19:05:50,89.56999969482420,89.2307968139648,-0.33920288085941800
NEE,2025-02-27 18:05:46,2025-02-27 19:05:50,70.23999786376950,70.1750030517578,-0.06499481201173300
NVDA,2025-02-27 18:05:46,2025-02-27 19:05:50,127.5199966430660,125.889999389648,-1.6299972534184100
WMT,2025-02-27 19:05:50,2025-02-27 19:20:51,97.62999725341800,97.4250030517578,-0.20499420166017000
